idx,sentence1,label
3037,خدایا هفته‌ی بعد برف بیاد تعطیل شیم، خواهش نکردم این یه دستوره، برام هم مهم نیست از چشم بت پرستان بیفتم,Nonpolitical
3038,با این شدتی که جدیدا دارم مدام فکمو بهم فشار میدم عجیبه که دندونام خرد نمیشن بریزن تو دهنم.,Nonpolitical
3039, آیوار کی ههه من فصل دوعم تازه 😂,Nonpolitical
3040,   دقیقن من تا خودم مزه نکنم باور نمی‌کنم,Nonpolitical
3041,خواب راهی برای فراموشی است. می‌خوابیم تا فراموش کنیم؛ هرچند برای مدتی کوتاه و گذرا.,Nonpolitical
3042,فردا تیتر روزنامه ای رو ببینم که زده (دیوار چین فرو ریخت) رگمو میزنم,Nonpolitical
3043,دراین تصویرچهره کبری افشاراز دیار گچساران بچشم میخورد او مجاهدی با صلابت در زندانهای قرون وسطایی شهر گچساران بود راهش پررهرو باد,Political
3044,قانونی پس از نشر مکالمه تلفنی‌ درباره تغییر نظام از ریاستی به نیمه‌ریاستی، بار دیگر از تمرکززدایی قدرت قاطعانه حمایت کرد. او در این پیام ویدیویی‌اش به حمایت از حنیف اتمر  اشاره کرد و ایجاد معاونت سوم ریاست جمهوری، صدرات، شورای عالی مشورتی دولت,Political
3045,اگر شام نخوردین بگین که عکس غذاها رو بذارم,Nonpolitical
3046, من به عنوان یه ایرانی از مسائل افغانستان آگاهی چندانی ندارم ولی، عکس فتوشاپه,Nonpolitical
3047, نوشابه کلا جرم گیر خوبیهبرای تمیز کردن لاستیک ماشین عروس هم استفاده میشه:),Nonpolitical
3048, شما کجا . ویلا کجا.شما کجا. قانون کجا؟,Nonpolitical
3049, اگه کار داشته که یعنی بهتر هم بوده دیگه واقعا بالغ بودنچیز خاصی ندیدیم,Nonpolitical
3050,ینی میشه هوا گرم‌شه دستام جون‌بگیره و آخوندا نباشن؟,Political
3051, ميشه همين چندروز پيش راديو سلامت درمورد مودى بودن آلرژى تو سنين مختلف حرف ميزد,Nonpolitical
3052, رئیس لژ اسکاتلند سقط نشد . بابای اخونداست این سگ پیر,Political
3053,دل و روده‌اش را از تاریکیش پر کرد . ذره ذره هضمش کرد . مزه عجیبی داشت، حال عجیبی داشت. نوعی غم تلخ و سیاه و ناباورانه…,Nonpolitical
3054, دمت گرم همين جوابت برام كلى ارزش داشت❤️💜😌,Nonpolitical
3055,  مگه میشه رد شده باشن و مردم ندیده باشن؟,Nonpolitical
3056, خدا رحمت کنه مادرتو.همنشین فاطمه زهرا است ان شالله,Nonpolitical
3057,من سه تا میگم:امام موسی صدردکتر شریعتیشهید چمران,Political
3058,ایول دوستان همه راه و روش استفاده ابزاری از زنان رو یاد گرفتن.,Nonpolitical
3059,و در پایان برای تمامی آرزوهای بر باد رفتهامید های ناامید شدهو برای ایرانی آباد و سربلند#WeSupportPolandSummit,Political
3060, دل یه ادمو شاد کردی و خدا دلتو شاد کنه :) ♥️✌️,Nonpolitical
3061, تنها چیزی که میتونم بگم اینه که فرار کن :)),Nonpolitical
3062, من شخص خودم معتقدم هرکی هرچه توییت میکنه واسش ارزش قائله حرف دل شو زده چنانچه من اگر نمی پسندم رد شم برم کاره به کارش نداشته باشم این عاقلانه ترین کاره این که کوت کنم انتقاد کنم این اشتباهه درست نیست,Nonpolitical
3063,دوست دارم به جاى تمام اين دوسه هفته اي كه خوشحال ترين ساراى ممكنه بودم كه ادم كصشرترى نباشم تا صبح گريه كنم و تهش خوده خيس خورده تو اب نمك اشكامو لاى برفا بغلتوتنم و از سرما بميرم و بلاخره من ديگه دلم نميخواد واقعا زنده باشم,Nonpolitical
3064, این کصمغز فازش چیه💩 تو اون مغز نداشتت,Nonpolitical
3065,ایران پرس نیوز | موشک؛ تهدید بی سابقه فرانسه/واکنش رژیم,Political
3066,میخواهید بدونید بعد از مرگ چه حالی خواهید داشت؟در حین نبرد چالدران چه حسی داشتید؟همان‌طور خواهید بودهیچ …,Nonpolitical
3067,آقا بین مذاکرات ۸۸ و براندازیاتون و ازدواج کردناتوندارم یه متن جامع برا نوشتن و یاد گرفتن ۰ تا ۱۰۰ بیزینس پلن، بیزینس مدل و بوم ناب می‌نویسماگر منبعی، نکته ای، حرفی چیزی هست بفرمایید زیر همین پست.اودین نگه دار هممون.,Political
3068,  اسم حاج قاسم میاد اسراییلی ها مثل مداد رنگی رنگ عوض میکننبعد ژنرالی که ایستاد؟!جوک نگو😂اگر همچین کسی بود الان میذاشتنش امپراتور اسرائیل,Political
3069, خلاصه دکتره فقط نبضتو میگیره با مچ دست میگه بهت چته، خیلی خفنه,Nonpolitical
3070,#اسرائیل تنها کشورخاورمیانه است که  اپوزیسیونش مجبور به خارج‌نشینی نیست!چه یهودیهای رادیکالی که هرسال در جشن تاسیس اسرائیل،پ…,Political
3071, ممرضاس البته فک کنم. هرچند هرکی فامیلیش احمدیه رو همین کار رو باید باهاش کرد :)),Nonpolitical
3072,با ۳میلیون دلار دیگه اون کس تو نیست تو کس اونی,Nonpolitical
3073,"""#عاشقانه #ريتوييت لطفا""""دوستت دارم"""" ‌و ‌این حرف کمی ‌سنگین استلااقل لطف‌ کن و یک ‌طرفش را تو ‌بگیر...!""",Nonpolitical
3074,#افغانستان سرپرست آژانس خبری #باختر از #منشورمنع آزار و اذیت برای ارتقاء موقعیت زنان در رسانه‌ها حمایت کرد. سید حبیب سادات سرپرست آژانس خبری باختر با امضای این منشور برای تطبیق آن در رسانه ای اش تعهد نمود.,Political
3075, موقع دستي كشيدن كامل از رو صندلي بلند ميشه 😂🤦🏻‍♀️,Nonpolitical
3076, خوبه خیالم راحت شد پنبه خانوم بگو از اون روکش های خوب بچسبوند,Nonpolitical
3077, اینا همش نشونه بیماری های روانی هست که مثلا فرد شخصیتی دو قطبی دارد قادر به تشخیص دادن مرز ها نیست یا د…,Nonpolitical
3078,یه سئوال برام پیش اومده! به خانم‌هایی که با برقراری ارتباط عاطفی، دنبال اطلاعات کاربرها هستن، میگین «پرستو»! به آقایونی که…,Political
3079,همین قدر مونده به قهرمانی جام ملت های آسیا و پایان حسرت ۴۳ ساله تیم ملی🇮🇷🇮🇷🇮🇷#فوتفان#فوتبال#AFCAsianCup #allforteammeli,Nonpolitical
3080, حالا آپارتمانها را خشکه دادن یا با وسایل و امکانات  کامل ؟تو رو خدا آپارتمان خشک وخالی ندین گناه دارن !تبعیض قائل نشین مثل مسکن مهر سرپل ذهاب تکمیل تحویل بدین !!,Nonpolitical
3081,تهاجم غارتگرانه به موسسه پژوهشی پویابه دنبال دستگیری اصغر فیروزی مسئول موسسه پژوهشی پویا در دوازدهم آذر ماه، ماموران ارشاد…,Political
3082, ژله ها تاثیرش معکوس شد از چند وقت پیشم لاغرتر شدم :///,Nonpolitical
3083,جف بیزوس و بیل گیتس، علاوه بر اینکه ثروتمندترین مردان دنیا هستن،هر دو در مصاحبه گفتن هر شب ظرف‌های کثیف خونه رو خودشون میشورن!طبق تحقیقات ظرف شستن باعث کاهش استرس و افزایش خلاقیت میشه,Nonpolitical
3084, خودرو ملی که مارو دیوونه نکرده پولامو جمع کرده بودم دیگه خودرو ملی نخرم الان باید خودرو ملیت چین بخرم :))),Political
3085, قضیه ایموجی 😁 چیه؟ امروز زیاد استفاده کردی!,Nonpolitical
3086, من فقط ماندم تو چطور دیوان شعر گفتی قرمدنگ،😀😀,Nonpolitical
3087,پسره کل دنیارو میخواد با هیچهایک کردن بگرده بعد رسیده ایران یه هموطن به زور واسش تاکسی گرفته و پول تاکسی رو هم داده!فق…,Nonpolitical
3088,در اعتراض به استثمار مصرف‌کنندگان با انحصار در بازار خودرو، خواستار استعفای وزیر صمت و آزادسازی واردات خودرو هستیم. لطفا ریتویت کنید. #استعفای_رحمانی#آزادسازی_واردات_خودرو,Political
